S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
301,1,1,0.746,0.254,Alia,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
880,0,1,0.933,0.067,Aladale Wynch,Ser,1.0,Ironborn,,300.0,,,,House Wynch,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,0
1721,0,1,0.699,0.301,Hazzea,,0.0,Ghiscari,295.0,300.0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,5.0,0.0,0,0.0,0.0434782608695652,0
1341,0,1,0.587,0.413,Ryam Redwyne,Ser,1.0,,,105.0,,,,House Redwyne,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,1.0,0.364548494983277,0
898,1,1,0.787,0.213,Alysanne Bulwer,Blackcrown,0.0,,291.0,,,,,House Bulwer,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,14.0,0.0,0,0.0,0.153846153846153,1
812,1,1,0.78,0.22,Nolla,Goodwife,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
805,1,1,0.994,0.006,Narbo,,0.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
891,1,1,0.899,0.101,Alyce Graceford,Lady,0.0,,,,,,,House Graceford,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
764,1,1,0.767,0.233,Mebble,,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
456,1,1,0.92,0.08,Dhazzar,Cupbearer,0.0,Ghiscari,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
17,1,1,0.984,0.016,Willam,,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
1127,0,1,0.725,0.275,Joffrey Lonmouth,Ser,1.0,,99.0,114.0,,,,House Lonmouth,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,15.0,0.0,0,0.0,0.0234113712374581,0
1672,0,1,0.977,0.023,Cletus Yronwood,Ser,1.0,,,300.0,,,,House Yronwood,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0702341137123745,0
116,1,1,0.943,0.057,Rolland Darklyn,Ser,1.0,,,,,,,House Darklyn,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
1492,1,0,0.105,0.895,Daario Naharis,,1.0,Tyroshi,,,,,,Stormcrows,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.220735785953177,1
1272,1,1,0.772,0.228,Ormond Yronwood,Yronwood,0.0,,,,,,,House Yronwood,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
582,1,1,0.94,0.06,Harmund Sharp,,1.0,Ironborn,,,,,,House Sharp,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
1340,1,1,0.968,0.032,Rycherd Crane,Ser,0.0,,,,,,,House Crane,Rylene Florent,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0702341137123745,1
452,1,1,0.899,0.101,Dennis Plumm,Ser,1.0,,,,,,,House Plumm,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
1302,1,1,0.96,0.04,Raynard,Septon,1.0,,,,,,,Faith of the Seven,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
849,1,1,0.968,0.032,Pate (Standfast),,1.0,,161.0,,,,,House Osgrey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,100.0,0.0,0,0.0,0.0133779264214046,0
632,1,1,0.961,0.039,Jeyne Fossoway,,0.0,,,,,,,House Fossoway of New Barrel,Gunthor Hightower,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0535117056856187,1
143,1,1,0.76,0.24,Sam Stoops,,1.0,,,,,,,House Osgrey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
125,1,0,0.478,0.522,Roose Ryswell,,1.0,Northmen,,,,,,House Ryswell,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,1
431,0,0,0.0,1.0,Daella Targaryen (daughter of Maekar I),Princess,1.0,Valyrian,199.0,,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,100.0,0.0,0,0.0,0.0802675585284281,0
1860,0,1,0.843,0.157,Dacey Mormont,,0.0,Northmen,252.0,299.0,,,,House Mormont,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,47.0,0.0,0,0.0,0.0869565217391304,0
699,1,1,0.923,0.077,Leo Tyrell (son of Victor),Ser,1.0,,,,,,,House Tyrell,Alys Beesbury,0.0,0.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.130434782608695,1
1673,1,0,0.461,0.539,Colemon,Maester,1.0,,,,,,,House Arryn,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0668896321070234,1
1942,0,1,0.803,0.197,Luwin,,1.0,Westeros,,299.0,,,,House Stark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,1.0,0.351170568561872,0
193,1,0,0.212,0.788,Theon Stark,,1.0,Northmen,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0568561872909698,1
1877,1,0,0.236,0.764,Rickon Stark,Prince of WinterfellHeir to Winterfell,1.0,Northmen,295.0,,,,,House Stark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,10.0,0.5333333333333333,1,1.0,0.551839464882943,1
725,1,1,0.773,0.227,Luke of Longtown,,0.0,,,,,,,Night's Watch,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
1886,1,1,0.765,0.235,Taena of Myr,,0.0,Myrish,276.0,,,,,House Merryweather,Orton Merryweather,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,29.0,0.0,0,0.0,0.113712374581939,1
1070,1,1,0.968,0.032,Gueren,,1.0,,,,,,,Night's Watch,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
750,1,1,0.983,0.017,Manfryd Lothston,,1.0,,,,,,,House Lothston,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
224,1,1,0.796,0.204,Uller,,1.0,Ironborn,,,,,,House Greyjoy,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
602,1,1,0.885,0.115,Henly (House Ashford),,0.0,,,,,,,House Ashford,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
952,1,0,0.382,0.618,Lord Caswell,Bitterbridge,1.0,,,,,,,House Caswell,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
208,1,0,0.193,0.807,Torrhen Stark,,1.0,Northmen,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0903010033444816,1
1081,1,1,0.986,0.014,Halmon Paege,Ser,1.0,,,,,,,House Paege,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
1629,0,0,0.09,0.91,Alester Florent,Brightwater,1.0,,,300.0,,,,House Florent,Melara Crane,0.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.327759197324414,0
1058,1,0,0.494,0.506,Gilbert Farring,Ser,1.0,,,,,,,House Farring,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0468227424749163,1
473,1,1,0.724,0.276,Dunaver,Ser,0.0,,,,,,,House Lannister,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
528,1,1,0.796,0.204,Garth XII Gardener,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
844,1,1,0.783,0.217,Pate (Mory),,1.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
573,1,1,0.705,0.295,Harbert Paege,Ser,0.0,,,,,,,House Paege,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
283,0,0,0.064,0.936,Aegon IV Targaryen,,1.0,,,,,,Daeron II Targaryen,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,1.0,1,1.0,0.675585284280936,0
960,0,0,0.367,0.633,Cley Cerwyn,Cerwyn,1.0,Northmen,284.0,299.0,,,,House Cerwyn,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,15.0,0.06666666666666667,1,0.0,0.0735785953177257,0
1657,1,0,0.062,0.938,Benjen Stark,First Ranger,1.0,Northmen,267.0,,,,,House Stark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,38.0,0.3333333333333333,1,1.0,0.40133779264214,1
1736,1,1,0.557,0.443,Ilyn Payne,Ser,1.0,Westeros,,,,,,House Payne,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.224080267558528,1
1716,0,0,0.405,0.595,Gregor Clegane,Ser,1.0,,265.0,300.0,,,,House Clegane,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,35.0,0.06666666666666667,1,1.0,0.836120401337792,0
1821,0,0,0.091,0.909,Rodrik Cassel,Ser,1.0,Northmen,,299.0,,,,House Cassel,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.06666666666666667,1,1.0,0.397993311036789,0
1476,1,0,0.062,0.938,Bronn,Ser,1.0,,264.0,,,,,House Stokeworth,Lollys Stokeworth,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,41.0,0.0,0,1.0,0.471571906354515,1
1798,0,0,0.094,0.906,Rhaella Targaryen,PrincessQueenDowager Queen,1.0,Valyrian,245.0,284.0,,,,House Targaryen,Aerys II Targaryen,1.0,0.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,39.0,0.5333333333333333,1,0.0,0.321070234113712,0
198,1,1,0.997,0.003,Timoth,,1.0,,,,,,,House Martell,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
451,1,1,0.983,0.017,Denyo Terys,,1.0,Braavosi,287.0,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,18.0,0.0,0,0.0,0.0167224080267558,1
38,1,1,0.997,0.003,Yohn Farwynd,,1.0,Ironborn,,,,,,House Farwynd of the Lonely Light,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
1235,1,1,0.981,0.019,Mezzara,Cupbearer,1.0,Ghiscari,,,,,,House of Merreq,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
1854,0,0,0.045,0.955,Sandor Clegane,,1.0,,270.0,300.0,,,,House Clegane,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,30.0,0.06666666666666667,1,1.0,0.695652173913043,0
1730,1,1,0.64,0.36,Howland Reed,Greywater Watch,1.0,Crannogmen,260.0,,,,,House Reed,Jyana,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,45.0,0.0,0,0.0,0.177257525083612,1
219,1,1,0.759,0.241,Turquin,Maester,1.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0033444816053511,1
1267,1,0,0.37,0.63,Ondrew Locke,Lord of Oldcastle,1.0,Northmen,,,,,,House Locke,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0367892976588628,1
1182,0,0,0.086,0.914,Lyman Beesbury,Master of coin,1.0,,48.0,129.0,,,,House Beesbury,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,81.0,0.0,0,0.0,0.260869565217391,0
1061,1,0,0.275,0.725,Godric Borrell,Sweetsister,1.0,Sistermen,,,,,,House Borrell,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0869565217391304,1
322,1,1,0.767,0.233,Arnell,Ser,1.0,,,,,,,Night's Watch,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
680,0,1,0.957,0.043,Kyle (brotherhood),,0.0,,,299.0,,,,Brotherhood without banners,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,0
1812,0,0,0.066,0.934,Steffon Baratheon,Storm's End,1.0,,246.0,278.0,,,,House Baratheon,Cassana Estermont,0.0,1.0,1.0,0.0,1.0,,,,0.0,1.0,1.0,32.0,0.13333333333333333,1,1.0,0.371237458193979,0
741,1,1,0.76,0.24,Maggy,,1.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0568561872909698,1
279,1,1,0.759,0.241,Aegon Frey (son of Aenys),,1.0,,253.0,,,,,House Frey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,52.0,0.0,0,0.0,0.0,1
270,1,0,0.385,0.615,Sour Alyn,,1.0,,,,,,,House Bolton,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0434782608695652,1
867,1,1,0.926,0.074,Qalen,Maester,1.0,,,,,,,House Greyjoy,,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
67,0,1,0.783,0.217,Qyle,,1.0,,,299.0,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,0
24,1,1,0.561,0.439,Willum,Ser,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
420,1,1,0.724,0.276,Colen of Greenpools,Ser,1.0,,,,,,,House Baratheon,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
1225,1,1,0.994,0.006,Meldred Merlyn,Lord of Pebbleton,0.0,Ironborn,,,,,,House Merlyn,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
1828,0,0,0.058,0.942,Visenya Targaryen,QueenDowager Queen,0.0,Valyrian,-28.0,44.0,,,,House Targaryen,Aegon I Targaryen,1.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,72.0,0.3333333333333333,1,0.0,0.277591973244147,0
1013,1,0,0.404,0.596,Edwyle Stark,Winterfell,1.0,Northmen,,,,,,House Stark,Marna Locke,0.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.107023411371237,1
1062,1,1,0.979,0.021,Goodwin,Ser,1.0,,,,,,,House Tarth,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
1035,1,1,0.955,0.045,Ferrego Antaryon,Sealord,1.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
341,1,1,0.689,0.311,Becca,,1.0,,,,,,,House Arryn,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
1271,1,1,0.992,0.008,Orland of Oldtown,,1.0,,,,,,,House Baratheon of King's Landing,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1776,1,1,0.868,0.132,Myranda Royce,,0.0,,279.0,,,,,House Royce of the Gates of the Moon,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,26.0,0.0,0,0.0,0.0434782608695652,1
1239,1,1,0.991,0.009,Moredo Prestayn,Tradesman-Captain,1.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
1101,1,1,0.916,0.084,Hotho Harlaw,Tower of Glimmering,1.0,Ironborn,,,,,,House Harlaw of the Tower of Glimmering,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0769230769230769,1
1358,1,0,0.074,0.926,Serala,Duskendale,0.0,Myrish,,,,,,House Darklyn,Denys Darklyn,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0434782608695652,1
182,1,1,0.945,0.055,Tal Toraq,,1.0,Summer Isles,,,,,,House Targaryen,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
336,1,1,0.791,0.209,Barre,Septon,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
1933,1,1,0.913,0.087,Tarle,,1.0,Ironborn,,,,,,Drowned men,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0267558528428093,1
822,0,1,0.719,0.281,Old Henly,,1.0,,220.0,299.0,,,,Night's Watch,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,79.0,0.0,0,0.0,0.0133779264214046,0
1338,1,1,0.523,0.477,Runcel Hightower,Lord Commander of the Night's Watch,1.0,,,,,,,House Hightower,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0535117056856187,1
1435,1,1,0.867,0.133,Wallace Waynwood,Ser,1.0,,,,,,,House Waynwood,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
1906,0,0,0.132,0.868,Jafer Flowers,,1.0,,,298.0,,,,Night's Watch,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0434782608695652,0
874,1,1,0.99,0.01,Quellon Humble,,1.0,Ironborn,,,,,,House Humble,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
1176,1,1,0.605,0.395,Lucias Vypren,Lord,1.0,,,,,,,House Vypren,Lythene Frey,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.163879598662207,1
246,1,1,0.809,0.191,Walda Frey (daughter of Merrett),,0.0,,283.0,,,,,House Frey,Roose Bolton,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,22.0,0.0,0,0.0,0.0,1
1932,1,0,0.284,0.716,Yandry,,1.0,,,,,,,House Targaryen,Ysilla,0.0,0.0,0.0,0.0,1.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0501672240802675,1
1050,1,1,0.795,0.205,Gawen Glover,,1.0,Northmen,295.0,,,,,House Glover,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,10.0,0.0,0,0.0,0.0468227424749163,1
1443,1,1,0.674,0.326,Whalen Frey,Ser,1.0,,267.0,,,,,House Frey,Sylwa Paege,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,38.0,0.0,0,0.0,0.100334448160535,1
969,0,1,0.848,0.152,Cyrenna Swann,,0.0,,236.0,249.0,,,,House Swann,Walder Frey,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,13.0,0.0,0,0.0,0.0769230769230769,0
558,1,1,0.832,0.168,Gwayne Corbray,Ser,1.0,,,,,,,House Corbray,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0434782608695652,1
1839,1,0,0.304,0.696,Tormund,Ruddy Hall,1.0,Free Folk,,,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.214046822742474,1
780,1,1,0.932,0.068,Miklaz,Cupbearer,0.0,Ghiscari,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
1029,1,1,0.818,0.182,Ermesande Hayford,Hayford,0.0,,298.0,,,,,House Hayford,Tyrek Lannister,0.0,1.0,1.0,1.0,1.0,,,,0.0,1.0,1.0,7.0,0.0,0,0.0,0.113712374581939,1
811,1,1,0.983,0.017,Nightingale,,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
1348,0,0,0.001,0.999,Saera Targaryen,Princess,1.0,Valyrian,61.0,,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,100.0,0.0,0,0.0,0.0702341137123745,0
1321,0,1,0.646,0.354,Robin Flint,Lord of Flint's Finger,0.0,,,299.0,,,,House Flint of Widow's Watch,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0501672240802675,0
698,1,1,0.929,0.071,Leona Tyrell,,0.0,,,,,,,House Tyrell,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.123745819397993,1
1720,0,0,0.106,0.894,Haggo,Bloodrider,1.0,Dothraki,,298299.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0334448160535117,0
1333,1,1,0.767,0.233,Ronald Vance,Ser,1.0,,,,,,,House Vance of Atranta,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
320,1,1,0.796,0.204,Armen,,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0301003344481605,1
1515,1,1,0.964,0.036,Harras Harlaw,Ser,1.0,Ironborn,,,,,,House Harlaw of Grey Garden,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.107023411371237,1
165,0,1,0.724,0.276,Softfoot,,1.0,,,299.0,,,,Night's Watch,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,0
1890,1,0,0.389,0.611,Tanselle,,0.0,Dornishmen,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
444,1,1,0.985,0.015,Dan,,1.0,Free Folk,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
405,1,1,0.989,0.011,Cedra,,0.0,,,,,,,House Martell,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
402,1,1,0.98,0.02,Cass,,0.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
887,0,1,0.771,0.229,Allard Seaworth,Lady Marya,1.0,,,299.0,,,,House Seaworth,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0635451505016722,0
1445,0,0,0.148,0.852,Willam Wells,Ser,1.0,Dornish,,300.0,,,,House Wells,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.040133779264214,0
1466,1,0,0.464,0.536,Arnolf Karstark,Karhold,1.0,Northmen,,,,,,House Karstark,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.137123745819397,1
551,1,1,0.848,0.152,Grigg,,0.0,Free Folk,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
281,0,0,0.11,0.89,Aegon I Targaryen,,1.0,,,,Valaena Velaryon,Aerion Targaryen,Aenys Targaryen,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,,0.4,1,1.0,1.0,0
735,0,1,0.988,0.012,Lyonel Tyrell (lord),Lord Paramount of the Mander,1.0,Reach,,159.0,,,,House Tyrell,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.020066889632107,0
1269,0,0,0.469,0.531,Ordello,Magister of Pentos,0.0,Pentoshi,,299.0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,0
463,1,1,0.813,0.187,Donnel Hill,,1.0,,,,,,,Night's Watch,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0434782608695652,1
474,1,0,0.153,0.847,Durran,,1.0,First Men,,,,,Durran the Devout,,,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,,0.0,0,0.0,0.0434782608695652,1
1853,1,0,0.016,0.984,Tyrion Tanner,,1.0,,300.0,,,,,House Stokeworth,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,0.0,5.0,0.0,0,0.0,0.0501672240802675,1
1636,0,0,0.201,0.799,Arlan of Pennytree,Ser,1.0,,149.0,209.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,60.0,0.0,0,0.0,0.103678929765886,0
611,1,1,0.709,0.291,Hop-Robin,,1.0,,,,,,,Night's Watch,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0334448160535117,1
761,1,1,0.99,0.01,Maynard,Ser,1.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
601,1,1,0.773,0.227,Henk,,1.0,Free Folk,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
99,1,0,0.213,0.787,Robert Ashford,Ser,1.0,Reach,,,,,,House Ashford,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
857,1,1,0.813,0.187,Pollitor,Wisdom,1.0,,,,,,,Alchemists' Guild,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
1881,0,0,0.001,0.999,Rhae Targaryen,Princess,0.0,Valyrian,201.0,,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,100.0,0.0,0,0.0,0.0802675585284281,0
1772,1,1,0.767,0.233,Meribald,Septon,1.0,,247.0,,,,,Faith of the Seven,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,58.0,0.0,0,0.0,0.103678929765886,1
1053,1,0,0.216,0.784,Gendel,King-Beyond-the-Wall,1.0,Free Folk,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0568561872909698,1
